Date,Population (x1000),New Vehicle Sales ($M),Consumer Credit ($B),New Houses Sales (x1000),US Dollar Index,Government Employees (x1000),Personal Income ($B),Avg New House Price ($),Industrial Production Index,Civilian Employment-Population ratio,Unemployment Rate,Date.year,Date.month,Date.day-of-month,Date.day-of-week
1956-04-30,168221,,43.384,,,7276,,,21.389,57.5,4.0,1956,4,30,1
1956-03-31,167977,,43.2053,,,7252,,,21.228,57.3,4.2,1956,3,31,6
1956-02-29,167746,,42.5611,,,7212,,,21.228,57.5,3.9,1956,2,29,3
1956-01-31,167513,,42.1201,,,7167,,,21.4159,57.8,4.0,1956,1,31,2
1955-12-31,167270,,41.869,,,7132,,,21.2817,57.7,4.2,1955,12,31,6
1955-11-30,167023,,41.3668,,,7083,,,21.2012,57.4,4.2,1955,11,30,3
1955-10-31,166755,,40.8337,,,7118,,,21.1475,57.2,4.3,1955,10,31,1
1955-09-30,166473,,40.3942,,,7067,,,20.7986,57.2,4.1,1955,9,30,5
1955-08-31,166192,,39.7328,,,7023,,,20.6644,57.1,4.2,1955,8,31,3
1955-07-31,165931,,39.0294,,,7049,,,20.6913,56.9,4.0,1955,7,31,7
1955-06-30,165695,,38.5367,,,7020,,,20.5303,56.3,4.2,1955,6,30,4
1955-05-31,165463,,37.7368,,,6991,,,20.5034,56.3,4.3,1955,5,31,2
1955-04-30,165251,,37.2352,,,6959,,,20.1814,56.2,4.7,1955,4,30,6
1955-03-31,165018,,36.5303,,,6938,,,19.9398,55.8,4.6,1955,3,31,4
1955-02-28,164809,,35.9254,,,6923,,,19.4836,55.7,4.7,1955,2,28,1
1955-01-31,164588,,35.3725,,,6953,,,19.2421,55.7,4.9,1955,1,31,1
1954-12-31,164349,,35.0283,,,6957,,,18.8127,55.2,5.0,1954,12,31,5
1954-11-30,164107,,34.6086,,,6964,,,18.5711,55.5,5.3,1954,11,30,2
1954-10-31,163847,,34.3634,,,6900,,,18.276,55.5,5.7,1954,10,31,7
1954-09-30,163570,,34.1373,,,6894,,,18.0613,55.5,6.1,1954,9,30,4
1954-08-31,163290,,34.0096,,,6892,,,18.0344,55.2,6.0,1954,8,31,2
1954-07-31,163026,,34.0572,,,6868,,,18.0612,55.0,5.8,1954,7,31,6
1954-06-30,162790,,33.8154,,,6846,,,18.0344,55.2,5.6,1954,6,30,3
1954-05-31,162564,,33.7048,,,6829,,,17.9807,55.4,5.9,1954,5,31,1
1954-04-30,162350,,33.7065,,,6806,,,17.8734,55.7,5.9,1954,4,30,5
1954-03-31,162124,,33.5077,,,6796,,,17.9807,55.7,5.7,1954,3,31,3
1954-02-28,161912,,33.7014,,,6783,,,18.0881,56.2,5.2,1954,2,28,7
1954-01-31,161690,,34.0649,,,6760,,,18.0344,55.7,4.9,1954,1,31,7
1953-12-31,161453,,33.6969,,,6743,,,18.1686,55.7,4.5,1953,12,31,4
1953-11-30,161223,,33.5583,,,6749,,,18.6248,56.5,3.5,1953,11,30,1
1953-10-31,160978,,33.4823,,,6764,,,19.0811,56.7,3.1,1953,10,31,6
1953-09-30,160718,,33.2557,,,6749,,,19.2421,56.8,2.9,1953,9,30,3
1953-08-31,160449,,33.0606,,,6754,,,19.6446,57.1,2.7,1953,8,31,1
1953-07-31,160184,,32.7923,,,6723,,,19.752,57.4,2.6,1953,7,31,5
1953-06-30,159956,,32.5016,,,6734,,,19.5104,57.4,2.5,1953,6,30,2
1953-05-31,159745,,32.4318,,,6717,,,19.591,57.1,2.5,1953,5,31,7
1953-04-30,159556,,32.1174,,,6770,,,19.4836,57.5,2.7,1953,4,30,4
1953-03-31,159349,,31.6393,,,6784,,,19.4031,58.1,2.6,1953,3,31,2
1953-02-28,159170,,30.8866,,,6797,,,19.2421,58.0,2.6,1953,2,28,6
1953-01-31,158973,,30.4795,,,6794,,,19.1347,57.8,2.9,1953,1,31,6
1952-12-31,158757,,29.6856,,,6935,,,19.081,57.6,2.7,1952,12,31,3
1952-11-30,158451,,29.0491,,,6801,,,18.9737,57.5,2.8,1952,11,30,7
1952-10-31,158306,,28.4966,,,6816,,,18.598,56.9,3.0,1952,10,31,5
1952-09-30,158053,,27.8698,,,6734,,,18.4101,57.4,3.1,1952,9,30,2
1952-08-31,157798,,27.4688,,,6718,,,17.766,56.8,3.4,1952,8,31,7
1952-07-31,157553,,27.2102,,,6737,,,16.6926,57.0,3.2,1952,7,31,4
1952-06-30,157343,,26.7624,,,6712,,,16.9609,57.3,3.0,1952,6,30,1
1952-05-31,157140,,26.1465,,,6694,,,17.122,57.3,3.0,1952,5,31,6
1952-04-30,156943,,25.5481,,,6662,,,17.283,57.1,2.9,1952,4,30,3
1952-03-31,156731,,25.1956,,,6662,,,17.444,57.1,2.9,1952,3,31,1
1952-02-29,156527,,25.1519,,,6650,,,17.3903,57.7,3.1,1952,2,29,5
1952-01-31,156309,,24.8019,,,6589,,,17.283,57.7,3.2,1952,1,31,4
1951-12-31,,,24.628,,,6688,,,17.0951,57.7,3.1,1951,12,31,1
1951-11-30,,,24.6397,,,6626,,,16.9878,57.1,3.5,1951,11,30,5
1951-10-31,,,24.288,,,6577,,,16.8536,57.3,3.5,1951,10,31,3
1951-09-30,,,24.0983,,,6552,,,16.8804,57.1,3.3,1951,9,30,7
1951-08-31,,,23.9401,,,6519,,,16.7731,57.4,3.1,1951,8,31,5
1951-07-31,,,23.7066,,,6538,,,16.9341,57.6,3.1,1951,7,31,2
1951-06-30,,,23.841,,,6499,,,17.2025,57.1,3.2,1951,6,30,6
1951-05-31,,,23.9949,,,6417,,,17.283,57.6,3.0,1951,5,31,4
1951-04-30,,,24.0762,,,6451,,,17.3367,57.3,3.1,1951,4,30,1
1951-03-31,,,24.281,,,6410,,,17.3098,57.7,3.4,1951,3,31,6
1951-02-28,,,24.1094,,,6382,,,17.2293,57.0,3.4,1951,2,28,3
1951-01-31,,,23.7976,,,6352,,,17.1219,56.9,3.7,1951,1,31,3
1950-12-31,,,23.2292,,,6314,,,17.0683,56.7,4.3,1950,12,31,7
1950-11-30,,,23.2586,,,6262,,,16.7731,56.9,4.2,1950,11,30,4
1950-10-31,,,23.2422,,,6249,,,16.7999,56.9,4.2,1950,10,31,2
1950-09-30,,,23.1716,,,6228,,,16.6926,56.6,4.4,1950,9,30,6
1950-08-31,,,22.7283,,,6187,,,16.7999,56.8,4.5,1950,8,31,4
1950-07-31,,,22.0863,,,6090,,,16.29,56.1,5.0,1950,7,31,1
1950-06-30,,,21.1188,,,6022,,,15.7801,56.2,5.4,1950,6,30,5
1950-05-31,,,20.6217,,,6043,,,15.3239,55.8,5.5,1950,5,31,3
1950-04-30,,,20.1484,,,6094,,,14.975,55.8,5.8,1950,4,30,7
1950-03-31,,,19.7348,,,6078,,,14.4919,55.1,6.3,1950,3,31,5
1950-02-28,,,19.3716,,,5926,,,14.0357,55.1,6.4,1950,2,28,2
1950-01-31,,,19.0509,,,5934,,,13.982,55.1,6.5,1950,1,31,2
1949-12-31,,,18.7722,,,5952,,,13.7405,55.3,6.6,1949,12,31,6
1949-11-30,,,18.436,,,5950,,,13.499,55.6,6.4,1949,11,30,3
1949-10-31,,,18.0213,,,5970,,,13.1501,54.9,7.9,1949,10,31,1
1949-09-30,,,17.6952,,,5990,,,13.66,55.3,6.6,1949,9,30,5
1949-08-31,,,17.3555,,,5985,,,13.5258,55.1,6.8,1949,8,31,3
1949-07-31,,,17.0611,,,5962,,,13.3916,55.0,6.7,1949,7,31,7
1949-06-30,,,16.8609,,,5956,,,13.4185,55.0,6.2,1949,6,30,4
1949-05-31,,,16.6381,,,5962,,,13.4453,55.4,6.1,1949,5,31,2
1949-04-30,,,16.4132,,,5948,,,13.6332,55.7,5.3,1949,4,30,6
1949-03-31,,,16.093,,,5915,,,13.7137,56.0,5.0,1949,3,31,4
1949-02-28,,,16.0093,,,5893,,,13.982,56.2,4.7,1949,2,28,1
1949-01-31,,,15.9017,,,5894,,,14.1162,56.2,4.3,1949,1,31,1
1948-12-31,,,15.8032,,,5888,,,14.2504,56.8,4.0,1948,12,31,5
1948-11-30,,,15.6034,,,5869,,,14.3846,56.5,3.8,1948,11,30,2
1948-10-31,,,15.5796,,,5829,,,14.5725,56.5,3.7,1948,10,31,7
1948-09-30,,,15.5151,,,5805,,,14.4651,56.6,3.8,1948,9,30,4
1948-08-31,,,15.2297,,,5791,,,14.5724,56.6,3.9,1948,8,31,2
1948-07-31,,,15.0416,,,5774,,,14.6261,57.1,3.6,1948,7,31,6
1948-06-30,,,14.7753,,,5736,,,14.6261,57.0,3.6,1948,6,30,3
1948-05-31,,,14.5003,,,5681,,,14.4383,56.2,3.5,1948,5,31,1
1948-04-30,,,14.2641,,,5643,,,14.1967,56.7,3.9,1948,4,30,5
1948-03-31,,,13.9212,,,5623,,,14.1699,56.1,4.0,1948,3,31,3
1948-02-29,,,13.5243,,,5615,,,14.3309,56.7,3.8,1948,2,29,7
1948-01-31,,,13.2286,,,5624,,,14.3041,56.6,3.4,1948,1,31,6
1947-12-31,,,12.8556,,,5605,,,14.2236,,,1947,12,31,3
1947-11-30,,,12.5349,,,5585,,,14.1699,,,1947,11,30,7
1947-10-31,,,12.2051,,,5566,,,13.982,,,1947,10,31,5
1947-09-30,,,11.8603,,,5539,,,13.8479,,,1947,9,30,2
1947-08-31,,,11.5829,,,5519,,,13.7405,,,1947,8,31,7
1947-07-31,,,11.3641,,,5524,,,13.66,,,1947,7,31,4
1947-06-30,,,11.1357,,,5524,,,13.7405,,,1947,6,30,1
1947-05-31,,,10.9263,,,5551,,,13.7405,,,1947,5,31,6
1947-04-30,,,10.6459,,,5558,,,13.6868,,,1947,4,30,3
1947-03-31,,,10.3459,,,5588,,,13.7942,,,1947,3,31,1
1947-02-28,,,10.089,,,5606,,,13.7137,,,1947,2,28,5
1947-01-31,,,9.7702,,,5619,,,13.6332,,,1947,1,31,5
1946-12-31,,,9.4444,,,5628,,,13.4721,,,1946,12,31,2
1946-11-30,,,9.2183,,,5639,,,13.3916,,,1946,11,30,6
1946-10-31,,,8.8951,,,5664,,,13.3111,,,1946,10,31,4
1946-09-30,,,8.5996,,,5669,,,13.0696,,,1946,9,30,1
1946-08-31,,,8.3452,,,5681,,,12.828,,,1946,8,31,6
1946-07-31,,,7.9336,,,5682,,,12.3718,,,1946,7,31,3
1946-06-30,,,7.7022,,,5680,,,11.9693,,,1946,6,30,7
1946-05-31,,,7.5324,,,5732,,,11.2715,,,1946,5,31,5
1946-04-30,,,7.3332,,,5761,,,11.7009,,,1946,4,30,2
1946-03-31,,,7.0055,,,5758,,,11.9156,,,1946,3,31,7
1946-02-28,,,6.766,,,5778,,,10.7884,,,1946,2,28,4
1946-01-31,,,6.5045,,,5785,,,11.352,,,1946,1,31,4
1945-12-31,,,6.5671,,,5811,,,12.0229,,,1945,12,31,1
1945-11-30,,,6.0956,,,5830,,,11.9693,,,1945,11,30,5
1945-10-31,,,5.932,,,5854,,,11.5399,,,1945,10,31,3
1945-09-30,,,5.7583,,,5942,,,12.0229,,,1945,9,30,7
1945-08-31,,,5.767,,,6135,,,13.2038,,,1945,8,31,5
1945-07-31,,,5.7488,,,6185,,,14.7335,,,1945,7,31,2
1945-06-30,,,5.7045,,,6181,,,15.0824,,,1945,6,30,6
1945-05-31,,,5.6053,,,6159,,,15.4312,,,1945,5,31,4
1945-04-30,,,5.5825,,,6185,,,15.8606,,,1945,4,30,1
1945-03-31,,,5.6677,,,6216,,,16.1558,,,1945,3,31,6
1945-02-28,,,5.5738,,,6239,,,16.2632,,,1945,2,28,3
1945-01-31,,,5.6027,,,6254,,,16.3168,,,1945,1,31,3
1944-12-31,,,5.5857,,,6375,,,16.4779,,,1944,12,31,7
1944-11-30,,,5.5701,,,6263,,,16.5315,,,1944,11,30,4
1944-10-31,,,5.5659,,,6223,,,16.6657,,,1944,10,31,2
1944-09-30,,,5.5492,,,6216,,,16.6121,,,1944,9,30,6
1944-08-31,,,5.534,,,6204,,,16.7194,,,1944,8,31,4
1944-07-31,,,5.4982,,,6190,,,16.5047,,,1944,7,31,1
1944-06-30,,,5.4678,,,6147,,,16.5315,,,1944,6,30,5
1944-05-31,,,5.4305,,,6121,,,16.5852,,,1944,5,31,3
1944-04-30,,,5.3792,,,6112,,,16.6926,,,1944,4,30,7
1944-03-31,,,5.3704,,,6113,,,16.6926,,,1944,3,31,5
1944-02-29,,,5.3544,,,6129,,,16.7194,,,1944,2,29,2
1944-01-31,,,5.3986,,,6162,,,16.5852,,,1944,1,31,1
1943-12-31,,,5.4625,,,6271,,,16.3973,,,1943,12,31,5
1943-11-30,,,5.5769,,,6179,,,16.6121,,,1943,11,30,2
1943-10-31,,,5.6507,,,6170,,,16.3974,,,1943,10,31,7
1943-09-30,,,5.6476,,,6167,,,16.1558,,,1943,9,30,4
1943-08-31,,,5.6388,,,6151,,,15.7533,,,1943,8,31,2
1943-07-31,,,5.7184,,,6257,,,15.4312,,,1943,7,31,6
1943-06-30,,,5.8222,,,6324,,,14.975,,,1943,6,30,3
1943-05-31,,,5.9363,,,6281,,,15.0555,,,1943,5,31,1
1943-04-30,,,6.1258,,,6267,,,14.9482,,,1943,4,30,5
1943-03-31,,,6.2342,,,6257,,,14.7603,,,1943,3,31,3
1943-02-28,,,6.463,,,6223,,,14.653,,,1943,2,28,7
1943-01-31,,,6.5778,,,6132,,,14.2773,,,1943,1,31,7
1942-12-31,,,,,,6072,,,14.1431,,,1942,12,31,4
1942-11-30,,,,,,6026,,,13.821,,,1942,11,30,1
1942-10-31,,,,,,5956,,,13.499,,,1942,10,31,6
1942-09-30,,,,,,5866,,,13.0696,,,1942,9,30,3
1942-08-31,,,,,,5814,,,12.7744,,,1942,8,31,1
1942-07-31,,,,,,5591,,,12.3987,,,1942,7,31,5
1942-06-30,,,,,,5510,,,12.1035,,,1942,6,30,2
1942-05-31,,,,,,5431,,,12.0766,,,1942,5,31,7
1942-04-30,,,,,,5357,,,12.0498,,,1942,4,30,4
1942-03-31,,,,,,5257,,,12.3987,,,1942,3,31,2
1942-02-28,,,,,,5146,,,12.2645,,,1942,2,28,6
1942-01-31,,,,,,5089,,,12.0498,,,1942,1,31,6
1941-12-31,,,,,,4971,,,11.8082,,,1941,12,31,3
1941-11-30,,,,,,4949,,,11.6204,,,1941,11,30,7
1941-10-31,,,,,,4907,,,11.5667,,,1941,10,31,5
1941-09-30,,,,,,4891,,,11.4594,,,1941,9,30,2
1941-08-31,,,,,,4821,,,11.4594,,,1941,8,31,7
1941-07-31,,,,,,4750,,,11.3252,,,1941,7,31,4
1941-06-30,,,,,,4701,,,11.191,,,1941,6,30,1
1941-05-31,,,,,,4642,,,11.1105,,,1941,5,31,6
1941-04-30,,,,,,4585,,,10.6274,,,1941,4,30,3
1941-03-31,,,,,,4535,,,10.6006,,,1941,3,31,1
1941-02-28,,,,,,4504,,,10.2785,,,1941,2,28,5
1941-01-31,,,,,,4468,,,9.9833,,,1941,1,31,5
1940-12-31,,,,,,4415,,,9.7418,,,1940,12,31,2
1940-11-30,,,,,,4396,,,9.4198,,,1940,11,30,6
1940-10-31,,,,,,4353,,,9.2051,,,1940,10,31,4
1940-09-30,,,,,,4312,,,9.0709,,,1940,9,30,1
1940-08-31,,,,,,4282,,,8.883,,,1940,8,31,6
1940-07-31,,,,,,4261,,,8.8293,,,1940,7,31,3
1940-06-30,,,,,,4218,,,8.722,,,1940,6,30,7
1940-05-31,,,,,,4172,,,8.4536,,,1940,5,31,5
1940-04-30,,,,,,4152,,,8.2121,,,1940,4,30,2
1940-03-31,,,,,,4151,,,8.0511,,,1940,3,31,7
1940-02-29,,,,,,4150,,,8.2389,,,1940,2,29,4
1940-01-31,,,,,,4150,,,8.5073,,,1940,1,31,3
1939-12-31,,,,,,4134,,,8.6147,,,1939,12,31,7
1939-11-30,,,,,,4109,,,8.6147,,,1939,11,30,4
1939-10-31,,,,,,4089,,,8.4,,,1939,10,31,2
1939-09-30,,,,,,4076,,,7.9974,,,1939,9,30,6
1939-08-31,,,,,,4046,,,7.5412,,,1939,8,31,4
1939-07-31,,,,,,4019,,,7.4338,,,1939,7,31,1
1939-06-30,,,,,,4003,,,7.2191,,,1939,6,30,5
1939-05-31,,,,,,4006,,,7.0581,,,1939,5,31,3
1939-04-30,,,,,,4002,,,7.0849,,,1939,4,30,7
1939-03-31,,,,,,4002,,,7.1118,,,1939,3,31,5
1939-02-28,,,,,,4001,,,7.0849,,,1939,2,28,2
1939-01-31,,,,,,3988,,,7.0313,,,1939,1,31,2
1938-12-31,,,,,,,,,7.0313,,,1938,12,31,6
1938-11-30,,,,,,,,,6.9508,,,1938,11,30,3
1938-10-31,,,,,,,,,6.6824,,,1938,10,31,1
1938-09-30,,,,,,,,,6.5214,,,1938,9,30,5
1938-08-31,,,,,,,,,6.3335,,,1938,8,31,3
1938-07-31,,,,,,,,,6.0115,,,1938,7,31,7
1938-06-30,,,,,,,,,5.6894,,,1938,6,30,4
1938-05-31,,,,,,,,,5.6358,,,1938,5,31,2
1938-04-30,,,,,,,,,5.7699,,,1938,4,30,6
1938-03-31,,,,,,,,,5.8773,,,1938,3,31,4
1938-02-28,,,,,,,,,5.8773,,,1938,2,28,1
1938-01-31,,,,,,,,,5.931,,,1938,1,31,1
1937-12-31,,,,,,,,,6.0651,,,1937,12,31,5
1937-11-30,,,,,,,,,6.6556,,,1937,11,30,2
1937-10-31,,,,,,,,,7.3802,,,1937,10,31,7
1937-09-30,,,,,,,,,7.9706,,,1937,9,30,4
1937-08-31,,,,,,,,,8.2389,,,1937,8,31,2
1937-07-31,,,,,,,,,8.2926,,,1937,7,31,6
1937-06-30,,,,,,,,,8.2389,,,1937,6,30,3
1937-05-31,,,,,,,,,8.3463,,,1937,5,31,1
1937-04-30,,,,,,,,,8.3195,,,1937,4,30,5
1937-03-31,,,,,,,,,8.3194,,,1937,3,31,3
1937-02-28,,,,,,,,,8.1316,,,1937,2,28,7
1937-01-31,,,,,,,,,8.0242,,,1937,1,31,7
1936-12-31,,,,,,,,,8.0511,,,1936,12,31,4
1936-11-30,,,,,,,,,7.8096,,,1936,11,30,1
1936-10-31,,,,,,,,,7.5948,,,1936,10,31,6
1936-09-30,,,,,,,,,7.4875,,,1936,9,30,3
1936-08-31,,,,,,,,,7.3533,,,1936,8,31,1
1936-07-31,,,,,,,,,7.246,,,1936,7,31,5
1936-06-30,,,,,,,,,7.1118,,,1936,6,30,2
1936-05-31,,,,,,,,,6.9776,,,1936,5,31,7
1936-04-30,,,,,,,,,6.8434,,,1936,4,30,4
1936-03-31,,,,,,,,,6.4409,,,1936,3,31,2
1936-02-29,,,,,,,,,6.3603,,,1936,2,29,6
1936-01-31,,,,,,,,,6.5214,,,1936,1,31,5
1935-12-31,,,,,,,,,6.6287,,,1935,12,31,2
1935-11-30,,,,,,,,,6.5482,,,1935,11,30,6
1935-10-31,,,,,,,,,6.414,,,1935,10,31,4
1935-09-30,,,,,,,,,6.2262,,,1935,9,30,1
1935-08-31,,,,,,,,,6.0651,,,1935,8,31,6
1935-07-31,,,,,,,,,5.8504,,,1935,7,31,3
1935-06-30,,,,,,,,,5.8504,,,1935,6,30,7
1935-05-31,,,,,,,,,5.7699,,,1935,5,31,5
1935-04-30,,,,,,,,,5.7699,,,1935,4,30,2
1935-03-31,,,,,,,,,5.8773,,,1935,3,31,7
1935-02-28,,,,,,,,,5.9041,,,1935,2,28,4
1935-01-31,,,,,,,,,5.7968,,,1935,1,31,4
1934-12-31,,,,,,,,,5.3674,,,1934,12,31,1
1934-11-30,,,,,,,,,5.0453,,,1934,11,30,5
1934-10-31,,,,,,,,,4.9917,,,1934,10,31,3
1934-09-30,,,,,,,,,4.777,,,1934,9,30,7
1934-08-31,,,,,,,,,5.0722,,,1934,8,31,5
1934-07-31,,,,,,,,,5.1259,,,1934,7,31,2
1934-06-30,,,,,,,,,5.5016,,,1934,6,30,6
1934-05-31,,,,,,,,,5.6089,,,1934,5,31,4
1934-04-30,,,,,,,,,5.5016,,,1934,4,30,1
1934-03-31,,,,,,,,,5.5016,,,1934,3,31,6
1934-02-28,,,,,,,,,5.26,,,1934,2,28,3
1934-01-31,,,,,,,,,5.0185,,,1934,1,31,3
1933-12-31,,,,,,,,,4.8575,,,1933,12,31,7
1933-11-30,,,,,,,,,4.8306,,,1933,11,30,4
1933-10-31,,,,,,,,,5.1259,,,1933,10,31,2
1933-09-30,,,,,,,,,5.3942,,,1933,9,30,6
1933-08-31,,,,,,,,,5.7163,,,1933,8,31,4
1933-07-31,,,,,,,,,5.9578,,,1933,7,31,1
1933-06-30,,,,,,,,,5.4479,,,1933,6,30,5
1933-05-31,,,,,,,,,4.7233,,,1933,5,31,3
1933-04-30,,,,,,,,,4.0524,,,1933,4,30,7
1933-03-31,,,,,,,,,3.784,,,1933,3,31,5
1933-02-28,,,,,,,,,4.0255,,,1933,2,28,2
1933-01-31,,,,,,,,,3.9987,,,1933,1,31,2
1932-12-31,,,,,,,,,4.0792,,,1932,12,31,6
1932-11-30,,,,,,,,,4.1597,,,1932,11,30,3
1932-10-31,,,,,,,,,4.1597,,,1932,10,31,1
1932-09-30,,,,,,,,,4.0255,,,1932,9,30,5
1932-08-31,,,,,,,,,3.784,,,1932,8,31,3
1932-07-31,,,,,,,,,3.6767,,,1932,7,31,7
1932-06-30,,,,,,,,,3.784,,,1932,6,30,4
1932-05-31,,,,,,,,,3.9182,,,1932,5,31,2
1932-04-30,,,,,,,,,4.0524,,,1932,4,30,6
1932-03-31,,,,,,,,,4.3476,,,1932,3,31,4
1932-02-29,,,,,,,,,4.4013,,,1932,2,29,1
1932-01-31,,,,,,,,,4.5086,,,1932,1,31,7
1931-12-31,,,,,,,,,4.6428,,,1931,12,31,4
1931-11-30,,,,,,,,,4.6696,,,1931,11,30,1
1931-10-31,,,,,,,,,4.7233,,,1931,10,31,6
1931-09-30,,,,,,,,,4.9112,,,1931,9,30,3
1931-08-31,,,,,,,,,5.1527,,,1931,8,31,1
1931-07-31,,,,,,,,,5.3405,,,1931,7,31,5
1931-06-30,,,,,,,,,5.4211,,,1931,6,30,2
1931-05-31,,,,,,,,,5.5552,,,1931,5,31,7
1931-04-30,,,,,,,,,5.6358,,,1931,4,30,4
1931-03-31,,,,,,,,,5.6089,,,1931,3,31,2
1931-02-28,,,,,,,,,5.5016,,,1931,2,28,6
1931-01-31,,,,,,,,,5.4747,,,1931,1,31,6
1930-12-31,,,,,,,,,5.5016,,,1930,12,31,3
1930-11-30,,,,,,,,,5.6358,,,1930,11,30,7
1930-10-31,,,,,,,,,5.7699,,,1930,10,31,5
1930-09-30,,,,,,,,,5.931,,,1930,9,30,2
1930-08-31,,,,,,,,,6.0383,,,1930,8,31,7
1930-07-31,,,,,,,,,6.1725,,,1930,7,31,4
1930-06-30,,,,,,,,,6.4677,,,1930,6,30,1
1930-05-31,,,,,,,,,6.6556,,,1930,5,31,6
1930-04-30,,,,,,,,,6.7629,,,1930,4,30,3
1930-03-31,,,,,,,,,6.8166,,,1930,3,31,1
1930-02-28,,,,,,,,,6.9239,,,1930,2,28,5
1930-01-31,,,,,,,,,6.9508,,,1930,1,31,5
1929-12-31,,,,,,,,,6.9508,,,1929,12,31,2
1929-11-30,,,,,,,,,7.2728,,,1929,11,30,6
1929-10-31,,,,,,,,,7.6485,,,1929,10,31,4
1929-09-30,,,,,,,,,7.7827,,,1929,9,30,1
1929-08-31,,,,,,,,,7.8364,,,1929,8,31,6
1929-07-31,,,,,,,,,7.9169,,,1929,7,31,3
1929-06-30,,,,,,,,,7.8096,,,1929,6,30,7
1929-05-31,,,,,,,,,7.7559,,,1929,5,31,5
1929-04-30,,,,,,,,,7.6217,,,1929,4,30,2
1929-03-31,,,,,,,,,7.4875,,,1929,3,31,7
1929-02-28,,,,,,,,,7.4607,,,1929,2,28,4
1929-01-31,,,,,,,,,7.4875,,,1929,1,31,4
1928-12-31,,,,,,,,,7.3802,,,1928,12,31,1
1928-11-30,,,,,,,,,7.246,,,1928,11,30,5
1928-10-31,,,,,,,,,7.1118,,,1928,10,31,3
1928-09-30,,,,,,,,,6.9776,,,1928,9,30,7
1928-08-31,,,,,,,,,6.9239,,,1928,8,31,5
1928-07-31,,,,,,,,,6.7897,,,1928,7,31,2
1928-06-30,,,,,,,,,6.7092,,,1928,6,30,6
1928-05-31,,,,,,,,,6.6556,,,1928,5,31,4
1928-04-30,,,,,,,,,6.575,,,1928,4,30,1
1928-03-31,,,,,,,,,6.6019,,,1928,3,31,6
1928-02-29,,,,,,,,,6.5482,,,1928,2,29,3
1928-01-31,,,,,,,,,6.4945,,,1928,1,31,2
1927-12-31,,,,,,,,,6.3603,,,1927,12,31,6
1927-11-30,,,,,,,,,6.3335,,,1927,11,30,3
1927-10-31,,,,,,,,,6.3335,,,1927,10,31,1
1927-09-30,,,,,,,,,6.4677,,,1927,9,30,5
1927-08-31,,,,,,,,,6.575,,,1927,8,31,3
1927-07-31,,,,,,,,,6.575,,,1927,7,31,7
1927-06-30,,,,,,,,,6.6556,,,1927,6,30,4
1927-05-31,,,,,,,,,6.6824,,,1927,5,31,2
1927-04-30,,,,,,,,,6.6287,,,1927,4,30,6
1927-03-31,,,,,,,,,6.7897,,,1927,3,31,4
1927-02-28,,,,,,,,,6.7092,,,1927,2,28,1
1927-01-31,,,,,,,,,6.6556,,,1927,1,31,1
1926-12-31,,,,,,,,,6.6824,,,1926,12,31,5
1926-11-30,,,,,,,,,6.7092,,,1926,11,30,2
1926-10-31,,,,,,,,,6.7361,,,1926,10,31,7
1926-09-30,,,,,,,,,6.7361,,,1926,9,30,4
1926-08-31,,,,,,,,,6.6287,,,1926,8,31,2
1926-07-31,,,,,,,,,6.5482,,,1926,7,31,6
1926-06-30,,,,,,,,,6.5214,,,1926,6,30,3
1926-05-31,,,,,,,,,6.4409,,,1926,5,31,1
1926-04-30,,,,,,,,,6.4945,,,1926,4,30,5
1926-03-31,,,,,,,,,6.4945,,,1926,3,31,3
1926-02-28,,,,,,,,,6.414,,,1926,2,28,7
1926-01-31,,,,,,,,,6.414,,,1926,1,31,7
1925-12-31,,,,,,,,,6.5214,,,1925,12,31,4
1925-11-30,,,,,,,,,6.4409,,,1925,11,30,1
1925-10-31,,,,,,,,,6.3067,,,1925,10,31,6
1925-09-30,,,,,,,,,6.0651,,,1925,9,30,3
1925-08-31,,,,,,,,,6.1457,,,1925,8,31,1
1925-07-31,,,,,,,,,6.253,,,1925,7,31,5
1925-06-30,,,,,,,,,6.092,,,1925,6,30,2
1925-05-31,,,,,,,,,6.1457,,,1925,5,31,7
1925-04-30,,,,,,,,,6.1725,,,1925,4,30,4
1925-03-31,,,,,,,,,6.1188,,,1925,3,31,2
1925-02-28,,,,,,,,,6.1188,,,1925,2,28,6
1925-01-31,,,,,,,,,6.1188,,,1925,1,31,6
1924-12-31,,,,,,,,,5.931,,,1924,12,31,3
1924-11-30,,,,,,,,,5.7699,,,1924,11,30,7
1924-10-31,,,,,,,,,5.6626,,,1924,10,31,5
1924-09-30,,,,,,,,,5.5284,,,1924,9,30,2
1924-08-31,,,,,,,,,5.3405,,,1924,8,31,7
1924-07-31,,,,,,,,,5.1527,,,1924,7,31,4
1924-06-30,,,,,,,,,5.2332,,,1924,6,30,1
1924-05-31,,,,,,,,,5.4747,,,1924,5,31,6
1924-04-30,,,,,,,,,5.7163,,,1924,4,30,3
1924-03-31,,,,,,,,,5.9041,,,1924,3,31,1
1924-02-29,,,,,,,,,6.0115,,,1924,2,29,5
1924-01-31,,,,,,,,,5.9041,,,1924,1,31,4
1923-12-31,,,,,,,,,5.7699,,,1923,12,31,1
1923-11-30,,,,,,,,,5.9041,,,1923,11,30,5
1923-10-31,,,,,,,,,5.9041,,,1923,10,31,3
1923-09-30,,,,,,,,,5.931,,,1923,9,30,7
