Date,Population (x1000),New Vehicle Sales ($M),Consumer Credit ($B),New Houses Sales (x1000),US Dollar Index,Government Employees (x1000),Personal Income ($B),Avg New House Price ($),Industrial Production Index,Civilian Employment-Population ratio,Unemployment Rate,Date.year,Date.month,Date.day-of-month,Date.day-of-week
1923-08-31,,,,,,,,,6.0651,,,1923,8,31,5
1923-07-31,,,,,,,,,6.1725,,,1923,7,31,2
1923-06-30,,,,,,,,,6.2262,,,1923,6,30,6
1923-05-31,,,,,,,,,6.2798,,,1923,5,31,4
1923-04-30,,,,,,,,,6.1993,,,1923,4,30,1
1923-03-31,,,,,,,,,6.0651,,,1923,3,31,6
1923-02-28,,,,,,,,,5.8773,,,1923,2,28,3
1923-01-31,,,,,,,,,5.7968,,,1923,1,31,3
1922-12-31,,,,,,,,,5.931,,,1922,12,31,7
1922-11-30,,,,,,,,,5.7699,,,1922,11,30,4
1922-10-31,,,,,,,,,5.5284,,,1922,10,31,2
1922-09-30,,,,,,,,,5.2332,,,1922,9,30,6
1922-08-31,,,,,,,,,4.9648,,,1922,8,31,4
1922-07-31,,,,,,,,,5.0722,,,1922,7,31,1
1922-06-30,,,,,,,,,5.0722,,,1922,6,30,5
1922-05-31,,,,,,,,,4.8306,,,1922,5,31,3
1922-04-30,,,,,,,,,4.5891,,,1922,4,30,7
1922-03-31,,,,,,,,,4.7501,,,1922,3,31,5
1922-02-28,,,,,,,,,4.5086,,,1922,2,28,2
1922-01-31,,,,,,,,,4.3207,,,1922,1,31,2
1921-12-31,,,,,,,,,4.1597,,,1921,12,31,6
1921-11-30,,,,,,,,,4.1866,,,1921,11,30,3
1921-10-31,,,,,,,,,4.2402,,,1921,10,31,1
1921-09-30,,,,,,,,,3.9987,,,1921,9,30,5
1921-08-31,,,,,,,,,3.9719,,,1921,8,31,3
1921-07-31,,,,,,,,,3.8377,,,1921,7,31,7
1921-06-30,,,,,,,,,3.8645,,,1921,6,30,4
1921-05-31,,,,,,,,,3.8914,,,1921,5,31,2
1921-04-30,,,,,,,,,3.784,,,1921,4,30,6
1921-03-31,,,,,,,,,3.784,,,1921,3,31,4
1921-02-28,,,,,,,,,3.8914,,,1921,2,28,1
1921-01-31,,,,,,,,,3.9719,,,1921,1,31,1
1920-12-31,,,,,,,,,4.2134,,,1920,12,31,5
1920-11-30,,,,,,,,,4.4818,,,1920,11,30,2
1920-10-31,,,,,,,,,4.8843,,,1920,10,31,7
1920-09-30,,,,,,,,,5.099,,,1920,9,30,4
1920-08-31,,,,,,,,,5.2869,,,1920,8,31,2
1920-07-31,,,,,,,,,5.26,,,1920,7,31,6
1920-06-30,,,,,,,,,5.3942,,,1920,6,30,3
1920-05-31,,,,,,,,,5.3405,,,1920,5,31,1
1920-04-30,,,,,,,,,5.2064,,,1920,4,30,5
1920-03-31,,,,,,,,,5.5016,,,1920,3,31,3
1920-02-29,,,,,,,,,5.6089,,,1920,2,29,7
1920-01-31,,,,,,,,,5.6089,,,1920,1,31,6
1919-12-31,,,,,,,,,5.1259,,,1919,12,31,3
1919-11-30,,,,,,,,,5.0453,,,1919,11,30,7
1919-10-31,,,,,,,,,5.1259,,,1919,10,31,5
1919-09-30,,,,,,,,,5.1795,,,1919,9,30,2
1919-08-31,,,,,,,,,5.2869,,,1919,8,31,7
1919-07-31,,,,,,,,,5.2064,,,1919,7,31,4
1919-06-30,,,,,,,,,4.9112,,,1919,6,30,1
1919-05-31,,,,,,,,,4.616,,,1919,5,31,6
1919-04-30,,,,,,,,,4.5891,,,1919,4,30,3
1919-03-31,,,,,,,,,4.5086,,,1919,3,31,1
1919-02-28,,,,,,,,,4.6428,,,1919,2,28,5
1919-01-31,,,,,,,,,4.8575,,,1919,1,31,5
